Year,FIPS,All Ages in Poverty Percent,Median Household Income in Dollars
2017,47051,14.9,"$49,596 "
2016,47051,15.5,"$47,562 "
2015,47051,15,"$47,286 "
2014,47051,16.5,"$43,851 "
2013,47051,19,"$41,477 "
2012,47051,18.2,"$42,066 "
2011,47051,18.3,"$39,935 "
2010,47051,14.8,"$40,247 "
2009,47051,15.1,"$40,432 "
2008,47051,17.2,"$40,890 "
2007,47051,11.8,"$41,528 "
2006,47051,15.5,"$40,651 "
2005,47051,14,"$39,826 "
2004,47051,13.5,"$38,407 "
2003,47051,12.5,"$36,575 "
2002,47051,13,"$35,451 "
2001,47051,13.2,"$35,258 "
2000,47051,12.4,"$36,271 "
1999,47051,12.4,"$34,594 "
1998,47051,12.6,"$33,023 "
1997,47051,12.9,"$32,015 "
1996,47051,NA,NA
1995,47051,13.3,"$30,260 "
1993,47051,16.1,"$27,286 "
1989,47051,14.5,"$23,891 "
2017,47053,16.4,"$42,859 "
2016,47053,16.9,"$38,605 "
2015,47053,15.7,"$40,789 "
2014,47053,19.5,"$37,498 "
2013,47053,18,"$40,083 "
2012,47053,19.8,"$35,807 "
2011,47053,18.8,"$36,365 "
2010,47053,18.6,"$35,711 "
2009,47053,17.3,"$33,481 "
2008,47053,17.1,"$36,782 "
2007,47053,16.5,"$34,601 "
2006,47053,21.5,"$33,701 "
2005,47053,14.3,"$34,320 "
2004,47053,15.3,"$33,046 "
2003,47053,13.7,"$32,382 "
2002,47053,14.4,"$31,206 "
2001,47053,14,"$31,085 "
2000,47053,13.1,"$32,081 "
1999,47053,13.1,"$30,627 "
1998,47053,13.8,"$30,657 "
1997,47053,14.2,"$29,587 "
1996,47053,NA,NA
1995,47053,14.5,"$27,868 "
1993,47053,17.4,"$24,977 "
1989,47053,15.8,"$21,793 "
2017,47055,15.2,"$47,838 "
2016,47055,16.7,"$43,238 "
2015,47055,16.1,"$42,207 "
2014,47055,16.9,"$41,326 "
2013,47055,17.8,"$39,880 "
2012,47055,18.5,"$38,251 "
2011,47055,18,"$39,916 "
2010,47055,17.5,"$35,466 "
2009,47055,18.5,"$38,046 "
2008,47055,16.3,"$39,346 "
2007,47055,15,"$37,767 "
2006,47055,15,"$37,648 "
2005,47055,15.2,"$36,681 "
2004,47055,14.5,"$35,358 "
2003,47055,12.9,"$35,053 "
2002,47055,13.2,"$34,581 "
2001,47055,13.2,"$34,772 "
2000,47055,12.1,"$35,754 "
1999,47055,12.2,"$34,267 "
1998,47055,12.5,"$33,918 "
1997,47055,12.6,"$31,855 "
1996,47055,NA,NA
1995,47055,13.1,"$30,268 "
1993,47055,15.9,"$26,891 "
1989,47055,14.7,"$22,909 "
2017,47057,18.3,"$43,190 "
2016,47057,20,"$39,752 "
2015,47057,18.7,"$38,103 "
2014,47057,21.9,"$35,704 "
2013,47057,19,"$35,301 "
2012,47057,21.4,"$35,278 "
2011,47057,22,"$34,077 "
2010,47057,20.1,"$33,291 "
2009,47057,20.3,"$29,122 "
2008,47057,19.5,"$34,943 "
2007,47057,19.4,"$34,148 "
2006,47057,19,"$32,550 "
2005,47057,18.7,"$32,519 "
2004,47057,17,"$30,776 "
2003,47057,15.9,"$29,724 "
2002,47057,16.8,"$28,890 "
2001,47057,17.4,"$28,169 "
2000,47057,16.4,"$29,035 "
1999,47057,16,"$28,102 "
1998,47057,16.3,"$28,473 "
1997,47057,17.2,"$26,848 "
1996,47057,NA,NA
1995,47057,18.4,"$25,609 "
1993,47057,20.7,"$21,818 "
1989,47057,19.1,"$18,407 "
2017,47059,17.7,"$40,145 "
2016,47059,17,"$40,855 "
2015,47059,18,"$36,309 "
2014,47059,17.7,"$36,740 "
2013,47059,19.6,"$35,980 "
2012,47059,22.9,"$34,964 "
2011,47059,24.4,"$32,880 "
2010,47059,22.6,"$34,649 "
2009,47059,18.5,"$34,225 "
2008,47059,17.8,"$35,859 "
2007,47059,19.7,"$35,246 "
2006,47059,17.4,"$34,830 "
2005,47059,19.2,"$33,378 "
2004,47059,15.3,"$33,917 "
2003,47059,14.1,"$32,378 "
2002,47059,14.5,"$30,731 "
2001,47059,14.6,"$30,187 "
2000,47059,13.9,"$31,100 "
1999,47059,14,"$29,592 "
1998,47059,14.5,"$28,810 "
1997,47059,14.8,"$27,791 "
1996,47059,NA,NA
1995,47059,16.2,"$26,662 "
1993,47059,19.5,"$24,321 "
1989,47059,15.2,"$21,586 "
2017,47061,23,"$34,454 "
2016,47061,22.6,"$32,453 "
2015,47061,26.1,"$33,595 "
2014,47061,26.1,"$28,086 "
2013,47061,28.9,"$26,101 "
2012,47061,25.6,"$27,915 "
2011,47061,31.2,"$27,428 "
2010,47061,30.3,"$27,494 "
2009,47061,27.6,"$27,373 "
2008,47061,29.5,"$25,619 "
2007,47061,27,"$26,844 "
2006,47061,29.6,"$27,121 "
2005,47061,25.9,"$25,657 "
2004,47061,22.2,"$27,034 "
2003,47061,20.2,"$26,112 "
2002,47061,22.3,"$24,442 "
2001,47061,23.4,"$23,794 "
2000,47061,22.7,"$24,502 "
1999,47061,22.6,"$23,672 "
1998,47061,22.9,"$23,656 "
1997,47061,23.4,"$22,502 "
1996,47061,NA,NA
1995,47061,24.5,"$22,026 "
1993,47061,27.7,"$18,984 "
1989,47061,26.9,"$16,432 "
2017,47063,16.7,"$44,181 "
2016,47063,18.5,"$42,047 "
2015,47063,19,"$39,566 "
2014,47063,23.4,"$37,410 "
2013,47063,20.5,"$38,807 "
2012,47063,21.5,"$36,787 "
2011,47063,19.7,"$35,630 "
2010,47063,20.6,"$38,711 "
2009,47063,15.4,"$37,622 "
2008,47063,16.8,"$41,324 "
2007,47063,16.9,"$37,147 "
2006,47063,17.7,"$37,276 "
2005,47063,15.4,"$36,838 "
2004,47063,15.2,"$34,678 "
2003,47063,14,"$33,857 "
2002,47063,13.9,"$32,882 "
2001,47063,13.7,"$32,469 "
2000,47063,12.9,"$33,449 "
1999,47063,12.7,"$32,297 "
1998,47063,12.8,"$33,594 "
1997,47063,13.1,"$32,221 "
1996,47063,NA,NA
1995,47063,13.8,"$30,359 "
1993,47063,16.3,"$27,558 "
1989,47063,13.9,"$23,841 "
2017,47065,12.5,"$52,096 "
2016,47065,13.5,"$48,690 "
2015,47065,15.2,"$48,943 "
2014,47065,15.9,"$48,380 "
2013,47065,16.9,"$47,373 "
2012,47065,15.3,"$47,369 "
2011,47065,19.2,"$42,609 "
2010,47065,15.6,"$44,132 "
2009,47065,18.1,"$43,214 "
2008,47065,14.1,"$47,574 "
2007,47065,13.5,"$45,511 "
2006,47065,13.9,"$42,032 "
2005,47065,13.3,"$41,142 "
2004,47065,14.6,"$40,332 "
2003,47065,13.3,"$39,649 "
2002,47065,12.9,"$38,919 "
2001,47065,12.4,"$38,730 "
2000,47065,11.7,"$39,048 "
1999,47065,12,"$37,209 "
1998,47065,12.6,"$35,930 "
1997,47065,12.8,"$34,836 "
1996,47065,NA,NA
1995,47065,13.8,"$32,858 "
1993,47065,17.7,"$30,545 "
1989,47065,14.5,"$25,829 "
2017,47067,28.4,"$29,689 "
2016,47067,30.9,"$28,228 "
2015,47067,30.1,"$27,987 "
2014,47067,29.5,"$27,323 "
2013,47067,31.5,"$26,000 "
2012,47067,31.8,"$25,301 "
2011,47067,33.8,"$25,297 "
2010,47067,30.9,"$24,891 "
2009,47067,32.4,"$23,901 "
2008,47067,30.8,"$23,526 "
2007,47067,32.2,"$24,375 "
2006,47067,33.4,"$22,850 "
2005,47067,39.5,"$21,026 "
2004,47067,28.5,"$20,120 "
2003,47067,24.2,"$19,317 "
2002,47067,30,"$19,508 "
2001,47067,27.9,"$20,015 "
2000,47067,27,"$20,849 "
1999,47067,24,"$20,451 "
1998,47067,25.9,"$20,555 "
1997,47067,29.1,"$18,529 "
1996,47067,NA,NA
1995,47067,32.9,"$17,339 "
1993,47067,33.9,"$14,408 "
1989,47067,38.9,"$11,652 "
2017,47069,23,"$38,426 "
2016,47069,25.2,"$36,653 "
2015,47069,24.2,"$37,729 "
2014,47069,25.3,"$35,321 "
2013,47069,24.7,"$34,766 "
2012,47069,27.3,"$32,556 "
2011,47069,27.9,"$31,437 "
2010,47069,26.6,"$31,747 "
2009,47069,25.1,"$33,734 "
2008,47069,22.8,"$36,527 "
2007,47069,21.8,"$33,780 "
2006,47069,23.2,"$32,877 "
2005,47069,22.1,"$30,592 "
2004,47069,21.1,"$30,746 "
2003,47069,18.6,"$29,657 "
2002,47069,20.8,"$28,290 "
2001,47069,20.7,"$28,099 "
2000,47069,20.2,"$28,736 "
1999,47069,18.4,"$27,477 "
1998,47069,18,"$26,112 "
1997,47069,20,"$25,337 "
1996,47069,NA,NA
1995,47069,20.7,"$24,606 "
1993,47069,24.1,"$21,049 "
1989,47069,23.3,"$18,046 "
2017,47071,18.7,"$39,318 "
2016,47071,21.5,"$37,039 "
2015,47071,22.7,"$36,765 "
2014,47071,21.7,"$36,285 "
2013,47071,24.1,"$36,154 "
2012,47071,21.4,"$35,154 "
2011,47071,26,"$31,281 "
2010,47071,23.3,"$31,883 "
2009,47071,22.6,"$32,222 "
2008,47071,20.4,"$33,846 "
2007,47071,23,"$32,540 "
2006,47071,19.6,"$29,838 "
2005,47071,23.7,"$30,432 "
2004,47071,19.2,"$29,725 "
2003,47071,17.4,"$28,639 "
2002,47071,19.1,"$27,773 "
2001,47071,18.3,"$27,820 "
2000,47071,17.9,"$28,646 "
1999,47071,17.6,"$27,580 "
1998,47071,17.5,"$27,470 "
1997,47071,18.3,"$25,852 "
1996,47071,NA,NA
1995,47071,19.3,"$25,255 "
1993,47071,23.4,"$21,181 "
1989,47071,22.6,"$18,433 "
2017,47073,16.7,"$41,397 "
2016,47073,19.2,"$38,958 "
2015,47073,21.2,"$38,708 "
2014,47073,19.6,"$39,506 "
2013,47073,21.2,"$36,102 "
2012,47073,17.1,"$36,318 "
2011,47073,17.9,"$37,095 "
2010,47073,18.8,"$37,164 "
2009,47073,18.9,"$36,509 "
2008,47073,20.3,"$34,971 "
2007,47073,16.4,"$37,398 "
2006,47073,17.7,"$35,027 "
2005,47073,18.8,"$32,456 "
2004,47073,15.7,"$34,352 "
2003,47073,14.2,"$33,407 "
2002,47073,14.9,"$32,571 "
2001,47073,14.7,"$31,950 "
2000,47073,14.2,"$32,620 "
1999,47073,14,"$31,450 "
1998,47073,14.3,"$32,490 "
1997,47073,14.8,"$31,286 "
1996,47073,NA,NA
1995,47073,15.8,"$29,699 "
1993,47073,18.4,"$26,582 "
1989,47073,16.4,"$23,680 "
2017,47075,20.6,"$34,556 "
2016,47075,20,"$35,672 "
2015,47075,22.5,"$35,216 "
2014,47075,24.7,"$35,470 "
2013,47075,23.1,"$34,557 "
2012,47075,21.9,"$32,614 "
2011,47075,24.4,"$32,422 "
2010,47075,23.6,"$34,310 "
2009,47075,21.4,"$32,115 "
2008,47075,21.9,"$32,860 "
2007,47075,22.4,"$33,007 "
2006,47075,26.2,"$30,213 "
2005,47075,19.8,"$30,988 "
2004,47075,19,"$29,805 "
2003,47075,17.2,"$28,861 "
2002,47075,17.9,"$27,521 "
2001,47075,18,"$27,748 "
2000,47075,17.3,"$28,661 "
1999,47075,17.4,"$27,211 "
1998,47075,19.4,"$26,576 "
1997,47075,20.9,"$25,064 "
1996,47075,NA,NA
1995,47075,23,"$23,015 "
1993,47075,27.6,"$20,637 "
1989,47075,29.4,"$16,333 "
2017,47077,15.2,"$43,806 "
2016,47077,17.4,"$42,821 "
2015,47077,17.5,"$41,328 "
2014,47077,19.1,"$39,303 "
2013,47077,19.4,"$40,960 "
2012,47077,19.1,"$36,983 "
2011,47077,18.5,"$36,392 "
2010,47077,17.5,"$36,347 "
2009,47077,16.5,"$37,746 "
2008,47077,16.6,"$38,822 "
2007,47077,15.3,"$38,126 "
2006,47077,16.1,"$36,910 "
2005,47077,16,"$36,139 "
2004,47077,14.3,"$35,451 "
2003,47077,13,"$34,178 "
2002,47077,14,"$32,636 "
2001,47077,13.6,"$32,205 "
2000,47077,13,"$33,170 "
1999,47077,12.7,"$31,760 "
1998,47077,13.2,"$32,339 "
1997,47077,13.7,"$30,665 "
1996,47077,NA,NA
1995,47077,13.7,"$28,863 "
1993,47077,16.1,"$25,720 "
1989,47077,15.1,"$21,373 "
2017,47079,18.3,"$41,756 "
2016,47079,19.5,"$38,721 "
2015,47079,19.1,"$38,328 "
2014,47079,20.5,"$37,151 "
2013,47079,20.8,"$37,327 "
2012,47079,19.2,"$35,892 "
2011,47079,18.7,"$35,270 "
2010,47079,20.3,"$36,247 "
2009,47079,20,"$32,760 "
2008,47079,16.8,"$36,471 "
2007,47079,15.1,"$34,936 "
2006,47079,18.9,"$34,252 "
2005,47079,17.8,"$33,035 "
2004,47079,15.9,"$31,219 "
2003,47079,14.6,"$30,374 "
2002,47079,15.3,"$30,048 "
2001,47079,14.7,"$30,036 "
2000,47079,13.9,"$31,027 "
1999,47079,14.3,"$29,427 "
1998,47079,14.9,"$28,629 "
1997,47079,15.1,"$27,141 "
1996,47079,NA,NA
1995,47079,15.3,"$26,117 "
1993,47079,18.6,"$22,870 "
1989,47079,15.6,"$19,671 "
2017,47081,17,"$42,824 "
2016,47081,20.7,"$41,406 "
2015,47081,20.4,"$39,682 "
2014,47081,20.2,"$37,443 "
2013,47081,23.2,"$33,816 "
2012,47081,22.7,"$36,356 "
2011,47081,20.7,"$35,094 "
2010,47081,19.7,"$35,948 "
2009,47081,18.5,"$38,516 "
2008,47081,18,"$39,913 "
2007,47081,17.7,"$39,925 "
2006,47081,20.4,"$34,667 "
2005,47081,19.4,"$31,965 "
2004,47081,16.5,"$32,823 "
2003,47081,14.7,"$31,854 "
2002,47081,15.9,"$31,158 "
2001,47081,15.7,"$31,022 "
2000,47081,14.5,"$32,031 "
1999,47081,13.7,"$31,053 "
1998,47081,14.2,"$31,980 "
1997,47081,15,"$30,097 "
1996,47081,NA,NA
1995,47081,15.6,"$28,767 "
1993,47081,18.1,"$24,820 "
1989,47081,13.1,"$21,765 "
2017,47083,15.7,"$42,018 "
2016,47083,17.8,"$40,777 "
2015,47083,19.5,"$39,999 "
2014,47083,19.1,"$39,753 "
2013,47083,20.2,"$37,743 "
2012,47083,21.4,"$37,311 "
2011,47083,20.5,"$36,858 "
2010,47083,19.7,"$35,739 "
2009,47083,21.2,"$32,828 "
2008,47083,19.6,"$34,131 "
2007,47083,18.3,"$36,158 "
2006,47083,20.9,"$34,996 "
2005,47083,18.4,"$32,590 "
2004,47083,16.6,"$32,536 "
2003,47083,14.4,"$31,760 "
2002,47083,14.4,"$30,299 "
2001,47083,14.6,"$29,873 "
2000,47083,15.1,"$30,606 "
1999,47083,14.8,"$28,784 "
1998,47083,14.4,"$27,659 "
1997,47083,14.9,"$25,979 "
1996,47083,NA,NA
1995,47083,15,"$26,075 "
1993,47083,18.2,"$22,411 "
1989,47083,13.8,"$19,390 "
2017,47085,13.6,"$45,866 "
2016,47085,18.4,"$44,000 "
2015,47085,15.9,"$43,657 "
2014,47085,17.6,"$42,837 "
2013,47085,17,"$41,954 "
2012,47085,16,"$42,056 "
2011,47085,16.5,"$43,987 "
2010,47085,16.6,"$38,300 "
2009,47085,14.3,"$42,310 "
2008,47085,14.1,"$41,093 "
2007,47085,14.7,"$41,662 "
2006,47085,14.4,"$39,834 "
2005,47085,14.5,"$37,440 "
2004,47085,13.1,"$37,128 "
2003,47085,12,"$36,099 "
2002,47085,12.8,"$35,232 "
2001,47085,13,"$35,016 "
2000,47085,11.9,"$35,905 "
1999,47085,11.4,"$33,803 "
1998,47085,12.9,"$31,185 "
1997,47085,12.5,"$30,574 "
1996,47085,NA,NA
1995,47085,12.9,"$29,354 "
1993,47085,15.4,"$25,997 "
1989,47085,11.2,"$23,558 "
2017,47087,18,"$36,815 "
2016,47087,21.9,"$34,117 "
2015,47087,23.6,"$34,651 "
2014,47087,23.4,"$35,379 "
2013,47087,26.3,"$33,158 "
2012,47087,24.4,"$32,013 "
2011,47087,24.9,"$31,903 "
2010,47087,21.7,"$31,093 "
2009,47087,22,"$31,809 "
2008,47087,22.4,"$31,276 "
2007,47087,21.8,"$30,343 "
2006,47087,22.5,"$30,302 "
2005,47087,21,"$29,966 "
2004,47087,19.1,"$29,268 "
2003,47087,16.9,"$28,281 "
2002,47087,18.6,"$26,614 "
2001,47087,19,"$26,368 "
2000,47087,17.2,"$27,197 "
1999,47087,16.6,"$25,878 "
1998,47087,17.2,"$26,895 "
1997,47087,15.8,"$25,871 "
1996,47087,NA,NA
1995,47087,16.7,"$24,353 "
1993,47087,21.3,"$20,789 "
1989,47087,18.6,"$17,218 "
2017,47089,14.1,"$45,556 "
2016,47089,15.7,"$45,490 "
2015,47089,16.8,"$42,669 "
2014,47089,17.8,"$41,235 "
2013,47089,16.4,"$40,490 "
2012,47089,18.4,"$39,970 "
2011,47089,19.5,"$38,174 "
2010,47089,16.7,"$37,279 "
2009,47089,20.2,"$37,411 "
2008,47089,16.5,"$36,815 "
2007,47089,17.4,"$39,580 "
2006,47089,17,"$37,773 "
2005,47089,15.6,"$36,389 "
2004,47089,15.2,"$35,323 "
2003,47089,13.4,"$34,571 "
2002,47089,14.1,"$32,841 "
2001,47089,14,"$32,548 "
2000,47089,13.7,"$33,476 "
1999,47089,13.7,"$31,971 "
1998,47089,13.5,"$30,640 "
1997,47089,13.7,"$29,128 "
1996,47089,NA,NA
1995,47089,14.1,"$28,794 "
1993,47089,16.8,"$25,824 "
1989,47089,16.2,"$21,859 "
2017,47091,24.3,"$36,331 "
2016,47091,25.4,"$33,639 "
2015,47091,27.2,"$33,402 "
2014,47091,26.4,"$31,330 "
2013,47091,28.1,"$30,652 "
2012,47091,28.7,"$30,020 "
2011,47091,26.1,"$30,897 "
2010,47091,26.4,"$29,219 "
2009,47091,31.9,"$27,312 "
2008,47091,25.8,"$28,918 "
2007,47091,21.9,"$30,447 "
2006,47091,25.3,"$27,516 "
2005,47091,24.5,"$25,791 "
2004,47091,21.8,"$25,628 "
2003,47091,19.4,"$24,225 "
2002,47091,22.8,"$23,450 "
2001,47091,22,"$23,330 "
2000,47091,21.5,"$23,966 "
1999,47091,19.2,"$23,811 "
1998,47091,21,"$23,424 "
1997,47091,22.1,"$21,932 "
1996,47091,NA,NA
1995,47091,23.3,"$21,448 "
1993,47091,24.4,"$18,382 "
1989,47091,25.1,"$15,139 "
2017,47093,13.9,"$55,299 "
2016,47093,14.8,"$52,174 "
2015,47093,15.6,"$52,136 "
2014,47093,17.7,"$47,199 "
2013,47093,16.3,"$49,105 "
2012,47093,16.1,"$46,325 "
2011,47093,14.7,"$45,149 "
2010,47093,12.9,"$44,074 "
2009,47093,14.7,"$45,380 "
2008,47093,14.3,"$45,922 "
2007,47093,12.8,"$45,157 "
2006,47093,14.2,"$44,120 "
2005,47093,15.7,"$42,089 "
2004,47093,13.8,"$41,618 "
2003,47093,12.7,"$40,743 "
2002,47093,12.3,"$39,675 "
2001,47093,11.5,"$38,698 "
2000,47093,10.8,"$39,129 "
1999,47093,11.2,"$37,392 "
1998,47093,11.2,"$37,857 "
1997,47093,11.7,"$35,408 "
1996,47093,NA,NA
1995,47093,12.9,"$33,886 "
1993,47093,15.5,"$30,853 "
1989,47093,13.8,"$27,300 "
2017,47095,39.9,"$31,144 "
2016,47095,42.7,"$30,078 "
2015,47095,43.1,"$29,908 "
2014,47095,41.9,"$28,524 "
2013,47095,39,"$28,391 "
2012,47095,44.8,"$26,445 "
2011,47095,43.7,"$26,587 "
2010,47095,40.4,"$27,142 "
2009,47095,42.5,"$25,973 "
2008,47095,37.8,"$26,739 "
2007,47095,39.2,"$26,521 "
2006,47095,31.7,"$25,856 "
2005,47095,37.9,"$24,273 "
2004,47095,31.4,"$23,472 "
2003,47095,26.6,"$22,678 "
2002,47095,33.1,"$21,386 "
2001,47095,32.2,"$21,679 "
2000,47095,29,"$22,579 "
1999,47095,24,"$22,002 "
1998,47095,27.9,"$21,513 "
1997,47095,30.2,"$21,682 "
1996,47095,NA,NA
1995,47095,30.1,"$21,207 "
1993,47095,33.2,"$18,701 "
1989,47095,32.1,"$15,570 "
2017,47097,20.8,"$38,718 "
2016,47097,24.9,"$38,479 "
2015,47097,26.2,"$34,715 "
2014,47097,24.8,"$33,595 "
2013,47097,27.7,"$32,169 "
2012,47097,28.7,"$31,672 "
2011,47097,30.7,"$31,770 "
2010,47097,23.9,"$32,741 "
2009,47097,23.1,"$33,960 "
2008,47097,23.6,"$32,679 "
2007,47097,26.8,"$33,840 "
2006,47097,24,"$31,477 "
2005,47097,23.1,"$29,388 "
2004,47097,20.7,"$29,660 "
2003,47097,18,"$29,233 "
2002,47097,19.4,"$28,163 "
2001,47097,18.7,"$28,695 "
2000,47097,17.9,"$29,657 "
1999,47097,16.5,"$28,515 "
1998,47097,18.1,"$27,113 "
1997,47097,18.8,"$26,065 "
1996,47097,NA,NA
1995,47097,21.1,"$24,018 "
1993,47097,23.9,"$22,035 "
1989,47097,21.6,"$18,820 "
2017,47099,15.6,"$41,505 "
2016,47099,16.7,"$41,370 "
2015,47099,18.9,"$40,076 "
2014,47099,21.8,"$34,614 "
2013,47099,17.9,"$39,532 "
2012,47099,19.9,"$36,536 "
2011,47099,18.9,"$33,963 "
2010,47099,18.2,"$34,637 "
2009,47099,18,"$34,254 "
2008,47099,15.5,"$35,634 "
2007,47099,16.2,"$35,762 "
2006,47099,20.1,"$32,718 "
2005,47099,14.7,"$35,773 "
2004,47099,15.9,"$32,817 "
2003,47099,14.4,"$31,760 "
2002,47099,14.8,"$30,670 "
2001,47099,14.6,"$30,455 "
2000,47099,14.2,"$31,211 "
1999,47099,14.1,"$30,273 "
1998,47099,13.9,"$30,457 "
1997,47099,13.7,"$29,364 "
1996,47099,NA,NA
1995,47099,13.6,"$28,846 "
1993,47099,15.7,"$25,413 "
1989,47099,14.6,"$21,324 "
2017,47101,17.5,"$37,959 "
2016,47101,18.5,"$38,074 "
2015,47101,17.9,"$38,198 "
2014,47101,20.3,"$36,255 "
2013,47101,21.3,"$35,097 "
2012,47101,20.1,"$35,062 "
2011,47101,21.5,"$31,877 "
2010,47101,20.5,"$33,495 "
2009,47101,20.8,"$33,245 "
2008,47101,19.6,"$34,217 "
2007,47101,17.9,"$34,162 "
2006,47101,18.3,"$33,795 "
2005,47101,18.6,"$32,175 "
2004,47101,16.7,"$31,954 "
2003,47101,14.9,"$31,053 "
2002,47101,17,"$30,205 "
2001,47101,16.2,"$29,763 "
2000,47101,15.3,"$30,606 "
1999,47101,15.2,"$29,089 "
1998,47101,16.7,"$26,372 "
1997,47101,17.3,"$25,354 "
1996,47101,NA,NA
1995,47101,17.6,"$25,744 "
1993,47101,20.7,"$20,874 "
1989,47101,19.3,"$18,455 "
2017,47103,13,"$49,295 "
2016,47103,16.7,"$43,464 "
2015,47103,16,"$43,694 "
2014,47103,16.5,"$41,802 "
2013,47103,18,"$41,453 "
2012,47103,16.5,"$42,178 "
2011,47103,16.9,"$39,246 "
2010,47103,17.1,"$41,022 "
2009,47103,15.6,"$40,108 "
2008,47103,16,"$40,473 "
2007,47103,13.9,"$41,536 "
2006,47103,14.9,"$39,717 "
2005,47103,14.5,"$38,566 "
2004,47103,14.4,"$36,961 "
2003,47103,13.2,"$35,717 "
2002,47103,13.4,"$34,704 "
2001,47103,13.6,"$33,961 "
2000,47103,12.9,"$34,600 "
1999,47103,13.1,"$32,955 "
1998,47103,13.4,"$32,504 "
1997,47103,13.6,"$30,178 "
1996,47103,NA,NA
1995,47103,13.7,"$28,147 "
1993,47103,15.9,"$26,078 "
1989,47103,13.2,"$22,556 "
2017,47105,12.6,"$57,641 "
2016,47105,10.6,"$56,774 "
2015,47105,13.5,"$52,787 "
2014,47105,13.6,"$53,945 "
2013,47105,14.2,"$53,230 "
2012,47105,13.5,"$49,616 "
2011,47105,13.1,"$50,375 "
2010,47105,14.3,"$47,206 "
2009,47105,14.8,"$51,126 "
2008,47105,11.1,"$49,673 "
2007,47105,11.1,"$48,355 "
2006,47105,12,"$46,934 "
2005,47105,12,"$45,687 "
2004,47105,11.1,"$45,595 "
2003,47105,10.4,"$43,194 "
2002,47105,10.4,"$41,072 "
2001,47105,10.4,"$40,212 "
2000,47105,9.6,"$41,372 "
1999,47105,10.4,"$39,191 "
1998,47105,10.8,"$36,750 "
1997,47105,11.4,"$34,382 "
1996,47105,NA,NA
1995,47105,11.9,"$32,886 "
1993,47105,14.2,"$28,550 "
1989,47105,11.2,"$24,509 "
2017,47107,22.4,"$39,860 "
2016,47107,16.9,"$40,897 "
2015,47107,23,"$39,207 "
2014,47107,17.4,"$39,528 "
2013,47107,16.9,"$40,543 "
2012,47107,21.2,"$37,502 "
2011,47107,20.1,"$37,319 "
2010,47107,18.6,"$38,183 "
2009,47107,18.2,"$36,969 "
2008,47107,16.3,"$40,529 "
2007,47107,18.1,"$36,934 "
2006,47107,16.1,"$36,256 "
2005,47107,17.9,"$34,343 "
2004,47107,15.1,"$35,261 "
2003,47107,13.8,"$33,890 "
2002,47107,14.4,"$32,658 "
2001,47107,14.2,"$32,199 "
2000,47107,13.2,"$33,049 "
1999,47107,13.1,"$31,917 "
1998,47107,13.7,"$32,023 "
1997,47107,13.9,"$30,352 "
1996,47107,NA,NA
1995,47107,14.6,"$28,377 "
1993,47107,17.5,"$26,147 "
1989,47107,14.8,"$24,135 "
2017,47109,17.1,"$39,407 "
2016,47109,22,"$37,574 "
2015,47109,18.9,"$37,337 "
2014,47109,23.5,"$34,882 "
2013,47109,19.4,"$34,596 "
2012,47109,21.5,"$33,110 "
2011,47109,22.4,"$33,738 "
2010,47109,21.9,"$33,139 "
2009,47109,22.1,"$35,114 "
2008,47109,18.9,"$34,064 "
2007,47109,19.1,"$35,686 "
2006,47109,21.5,"$33,476 "
2005,47109,19.1,"$32,499 "
2004,47109,17.5,"$32,730 "
2003,47109,15.7,"$31,306 "
2002,47109,16.8,"$29,828 "
2001,47109,15.9,"$30,153 "
2000,47109,15.8,"$31,055 "
1999,47109,15.5,"$29,696 "
1998,47109,16.5,"$28,590 "
1997,47109,17,"$26,757 "
1996,47109,NA,NA
1995,47109,17.9,"$25,167 "
1993,47109,20,"$22,421 "
1989,47109,17.7,"$19,339 "
2017,47111,17.2,"$41,266 "
2016,47111,17.9,"$34,203 "
2015,47111,18.5,"$37,865 "
2014,47111,19.3,"$36,886 "
2013,47111,21.3,"$35,432 "
2012,47111,21.4,"$35,341 "
2011,47111,22.4,"$34,262 "
2010,47111,22.7,"$33,036 "
2009,47111,20.7,"$34,710 "
2008,47111,20.3,"$34,474 "
2007,47111,18.6,"$35,410 "
2006,47111,19.2,"$33,198 "
2005,47111,17.7,"$31,845 "
2004,47111,16.3,"$31,955 "
2003,47111,15,"$31,279 "
2002,47111,16.8,"$30,475 "
2001,47111,16.5,"$30,165 "
2000,47111,15.1,"$31,119 "
1999,47111,14.9,"$29,717 "
1998,47111,16.3,"$28,955 "
1997,47111,15.6,"$27,332 "
1996,47111,NA,NA
1995,47111,16.3,"$26,096 "
1993,47111,19,"$23,264 "
1989,47111,15.8,"$20,658 "
2017,47113,17.5,"$46,424 "
2016,47113,19,"$43,037 "
2015,47113,18.1,"$46,694 "
2014,47113,20.9,"$43,113 "
2013,47113,21.1,"$40,750 "
2012,47113,18.4,"$42,488 "
2011,47113,19.9,"$39,510 "
2010,47113,19.5,"$40,670 "
2009,47113,20.6,"$39,195 "
2008,47113,15.4,"$43,168 "
2007,47113,18.8,"$41,029 "
2006,47113,18.5,"$38,765 "
2005,47113,16.4,"$39,780 "
2004,47113,15.7,"$38,351 "
2003,47113,14,"$37,620 "
2002,47113,14.3,"$36,418 "
2001,47113,13.8,"$36,468 "
2000,47113,12.9,"$37,535 "
1999,47113,13.1,"$35,800 "
