FIPS,Year,LwrRspDeaths,Population
5019,1987,4,20511
5019,1988,2,20318
5021,1979,5,19793
5021,1980,2,19200
5021,1981,4,18763
5021,1982,8,18582
5021,1983,6,18388
5021,1984,9,18134
5021,1985,6,17720
5021,1986,3,17327
5021,1987,11,17135
5021,1988,6,16886
5021,1998,10,16019
5023,1979,5,15774
5023,1980,3,15904
5023,1981,3,15851
5023,1982,3,16150
5023,1983,1,16532
5023,1984,2,16998
5023,1985,2,17102
5023,1986,1,17143
5023,1987,2,17345
5023,1988,8,17389
5025,1979,1,7226
5025,1980,2,7355
5025,1981,3,7411
5025,1982,4,7362
5025,1983,1,7432
5025,1984,3,7357
5025,1985,2,7346
5025,1986,2,7399
5025,1987,3,7355
5025,1988,2,7371
5027,1979,5,24639
5027,1980,3,24903
5027,1981,5,24986
5027,1982,7,25094
5027,1983,5,25075
5027,1984,4,24963
5027,1985,4,24681
5027,1986,4,24316
5027,1987,3,24166
5027,1988,6,24015
5029,1979,6,18233
5029,1980,4,18377
5029,1981,5,18191
5029,1982,1,18040
5029,1983,2,18184
5029,1984,5,18380
5029,1985,3,18161
5029,1986,2,18049
5029,1987,5,18011
5029,1988,4,17925
5031,1979,12,60876
5031,1980,9,60692
5031,1981,9,60723
5031,1982,12,60222
5031,1983,9,60141
5031,1984,11,60661
5031,1985,12,60996
5031,1986,9,61145
5031,1987,7,62309
5031,1988,10,63375
5031,1989,13,64347
5031,1991,19,65995
5031,1994,16,70141
5031,1995,27,71651
5031,1996,17,73166
5031,1997,20,74487
5031,1998,16,75710
5033,1979,2,34762
5033,1980,3,35154
5033,1981,8,35243
5033,1982,9,35280
5033,1983,2,35790
5033,1984,9,36483
5033,1985,10,37110
5033,1986,5,37885
5033,1987,3,38455
5033,1988,5,39211
5033,1993,11,43580
5033,1994,13,44616
5033,1995,10,46184
5033,1997,12,47975
5035,1979,6,47312
5035,1980,9,47662
5035,1981,7,47525
5035,1982,8,47462
5035,1983,9,47416
5035,1984,5,47221
5035,1985,6,47364
5035,1986,10,47325
5035,1987,7,47431
5035,1988,7,47925
5035,1989,10,47946
5035,1990,10,47798
5035,1993,10,47849
5035,1994,10,47768
5035,1995,10,47564
5035,1996,13,47383
5035,1997,10,47641
5035,1998,17,47952
5037,1979,2,19865
5037,1980,2,19364
5037,1981,1,19471
5037,1982,6,19375
5037,1984,2,19086
5037,1985,3,18868
5037,1986,6,18666
5037,1987,5,18490
5037,1988,4,18313
5039,1979,1,9889
5039,1980,3,9785
5039,1981,2,9710
5039,1982,2,9711
5039,1983,2,9690
5039,1984,4,9549
5039,1985,2,9413
5039,1986,2,9308
5039,1987,3,9226
5039,1988,3,9049
5041,1979,2,18750
5041,1980,4,18691
5041,1981,2,18409
5041,1982,4,18219
5041,1983,1,17869
5041,1984,4,17616
5041,1985,3,17309
5041,1986,2,17015
5041,1987,2,16542
5041,1988,2,16149
5043,1979,4,17277
5043,1980,2,17021
5043,1981,2,17009
5043,1982,2,16933
5043,1983,3,16882
5043,1984,4,16788
5043,1985,2,16931
5043,1986,5,16599
5043,1987,3,16497
5043,1988,2,16394
5045,1979,6,43385
5045,1980,6,44339
5045,1981,4,44930
5045,1982,3,45415
5045,1983,12,46382
5045,1984,3,47810
5045,1985,8,49480
5045,1986,8,50717
5045,1987,4,52482
5045,1988,4,54010
5045,1997,13,76133
5047,1979,3,13706
5047,1980,3,13745
5047,1981,1,13647
5047,1982,2,13797
5047,1983,1,13960
5047,1984,1,14041
5047,1985,1,13958
5047,1986,4,13925
5047,1987,2,13984
5047,1988,3,13885
5047,1993,10,14548
5049,1979,1,9130
5049,1982,4,9100
5049,1983,4,9274
5049,1984,2,9294
5049,1985,3,9231
5049,1986,1,9186
5049,1988,1,9139
5051,1979,9,64841
5051,1980,13,65212
5051,1981,22,64995
5051,1982,19,64926
5051,1983,20,65746
5051,1984,14,66244
5051,1985,20,66191
5051,1986,16,66320
5051,1987,19,66927
5051,1988,16,66485
5051,1989,21,66674
5051,1990,28,66766
5051,1991,18,67853
5051,1992,12,69310
5051,1993,29,71039
5051,1994,30,72900
5051,1995,24,74060
5051,1996,19,75425
5051,1997,24,76672
5051,1998,21,77666
5053,1979,1,12269
5053,1980,1,12374
5053,1981,2,12305
5053,1982,1,12164
5053,1983,2,12276
5053,1985,1,12426
5053,1986,2,12659
5053,1987,2,12778
5053,1988,2,13014
5055,1979,1,29570
5055,1980,2,29089
5055,1981,5,28877
5055,1982,3,29025
5055,1983,5,28969
5055,1984,5,29098
5055,1985,12,29279
5055,1986,6,29338
5055,1987,7,29320
5055,1988,6,29269
5055,1989,10,29448
5055,1993,12,31059
5055,1994,13,31832
5057,1979,2,21665
5057,1980,4,22061
5057,1981,3,21733
5057,1982,5,21618
5057,1983,3,21450
5057,1984,2,21391
5057,1985,3,21013
5057,1986,5,20572
5057,1987,5,20347
5057,1988,6,20068
5059,1979,4,25229
5059,1980,2,25353
5059,1981,3,25111
5059,1982,7,24814
5059,1983,6,24998
5059,1984,9,25039
5059,1985,1,25091
5059,1986,5,25091
5059,1987,12,25093
5059,1988,6,24578
5059,1990,11,24257
5059,1991,11,24427
5059,1993,11,25475
5059,1994,10,25937
5059,1996,10,27002
5061,1979,1,12440
5061,1980,2,12508
5061,1981,4,12454
5061,1982,4,12421
5061,1983,4,12544
5061,1984,2,12662
5061,1985,2,12604
5061,1986,3,12586
5061,1987,4,12547
5061,1988,2,12474
5063,1979,2,27291
5063,1980,5,28449
5063,1981,4,29021
5063,1982,1,29520
5063,1983,4,29736
5063,1984,3,29674
5063,1985,9,29380
5063,1986,4,29383
5063,1987,5,29380
5063,1988,8,29122
5063,1991,12,29375
5063,1993,10,30085
5063,1997,13,31060
5065,1979,3,9586
5065,1980,6,9867
5065,1981,1,9832
5065,1982,1,9751
5065,1984,2,9820
5065,1985,1,9794
5065,1986,2,9788
5065,1987,6,9784
5065,1988,7,9821
5067,1979,1,20773
5067,1980,4,20426
5067,1981,4,20077
5067,1982,3,19900
5067,1983,2,19724
5067,1984,5,19420
5067,1985,3,18858
5067,1986,4,18277
5067,1987,4,17925
5067,1988,3,17732
5067,1993,11,17308
5067,1995,10,16940
5069,1979,8,85418
5069,1980,11,86509
5069,1981,9,86166
5069,1982,4,85017
5069,1983,11,84267
5069,1984,13,83771
5069,1985,24,83286
5069,1986,17,82704
5069,1987,17,82654
5069,1988,18,82231
5069,1989,15,81568
5069,1990,17,80543
5069,1991,23,80598
5069,1992,22,80667
5069,1993,18,80286
5069,1994,21,80489
5069,1995,14,80106
5069,1996,20,79888
5069,1997,19,79740
5069,1998,23,79402
5071,1979,3,16244
5071,1980,4,16216
5071,1981,2,16465
5071,1982,6,16605
5071,1984,3,16830
5071,1985,5,16831
5071,1986,2,16931
5071,1987,5,16819
5071,1988,4,16664
5073,1979,2,9488
5073,1980,1,9421
5073,1981,2,9380
5073,1982,2,9325
5073,1983,1,9362
5073,1984,2,9470
5073,1985,3,9349
5073,1986,1,9214
5073,1988,2,8961
5075,1979,2,17074
5075,1980,3,17272
5075,1981,4,17362
5075,1982,7,17175
5075,1983,3,17034
5075,1984,5,16932
5075,1985,5,16750
5075,1986,2,16629
5075,1987,6,16517
5075,1988,2,16153
5075,1998,12,16262
5077,1979,2,14786
5077,1980,3,14626
5077,1981,2,14579
5077,1982,2,14385
5077,1983,3,14209
5077,1984,6,13915
5077,1985,3,13686
5077,1986,2,13331
5077,1988,1,12690
5079,1979,1,12616
5079,1981,1,12668
5079,1982,3,12407
5079,1983,2,12384
5079,1984,6,12436
5079,1985,1,12278
5079,1986,1,12257
5079,1987,1,12433
5079,1988,1,12766
5081,1979,1,13779
5081,1981,3,13245
5081,1982,1,13123
5081,1983,2,13087
5081,1984,3,13121
5081,1985,3,13153
5081,1986,1,13005
5081,1987,2,12931
5081,1988,4,12986
5083,1979,7,18764
5083,1980,2,18827
5083,1981,4,18848
5083,1982,2,18860
5083,1983,2,18773
5083,1984,7,19094
5083,1985,2,19249
5083,1986,1,19143
5083,1987,3,19108
5083,1988,2,18953
5085,1979,7,32725
5085,1980,4,32969
5085,1981,7,33068
5085,1982,9,33398
5085,1983,4,33952
5085,1984,8,34352
5085,1986,2,35416
5085,1987,10,35902
5085,1988,9,36165
5085,1991,11,37817
5085,1994,10,42182
5085,1997,15,47099
5087,1979,1,10223
5087,1980,5,10692
5087,1981,5,10614
5087,1982,2,10596
5087,1984,3,10886
5087,1986,1,10873
5087,1987,5,10941
5087,1988,1,10808
5089,1979,4,10680
5089,1980,1,10634
5089,1981,2,10652
5089,1982,3,10736
5089,1983,1,10756
5089,1984,3,10921
5089,1986,2,10873
5089,1987,4,10907
5089,1988,4,10949
5091,1979,11,35502
5091,1980,7,35851
5091,1981,8,36169
5091,1982,5,36352
5091,1983,5,36802
5091,1984,5,36782
5091,1985,8,36465
5091,1986,7,36833
5091,1987,9,36876
5091,1988,11,36957
5091,1989,10,36338
5091,1991,10,36092
5091,1995,14,37087
5091,1996,14,37339
5091,1997,10,37709
5091,1998,13,37807
5093,1979,15,58250
5093,1980,9,57290
5093,1981,9,56671
5093,1982,8,56816
5093,1983,7,56459
5093,1984,9,56942
5093,1985,11,56597
5093,1986,14,55955
5093,1987,15,55265
5093,1988,10,55043
5093,1990,22,54652
5093,1991,12,54523
5093,1992,17,52515
5093,1993,20,48800
5093,1994,12,48830
5093,1995,18,48924
5093,1996,11,48971
5093,1997,12,49212
5093,1998,16,49545
5095,1979,2,13306
5095,1980,1,13175
5095,1981,2,12845
5095,1982,1,12789
5095,1983,1,12438
5095,1984,2,12087
5095,1985,2,11813
5095,1986,3,11490
5095,1987,3,11268
5095,1988,3,10905
5097,1979,2,7083
5097,1980,1,7252
5097,1981,1,7050
5097,1982,1,6987
5097,1983,4,7033
5097,1984,2,7124
5097,1985,2,7219
5097,1986,2,7174
5097,1988,1,7257
5099,1979,2,10427
5099,1980,1,10232
5099,1981,3,10183
5099,1982,1,10126
5099,1983,2,10057
5099,1984,3,10005
5099,1985,4,9985
5099,1986,2,9909
5099,1987,1,9784
5099,1988,3,9603
5101,1979,1,7344
5101,1981,1,7320
5101,1982,2,7240
5101,1984,1,7411
5101,1985,1,7407
5101,1986,1,7410
5101,1987,7,7357
5101,1988,5,7348
5103,1979,8,28672
5103,1980,2,28709
5103,1981,6,28792
5103,1982,4,28868
5103,1983,8,29189
5103,1984,4,29616
5103,1985,9,29826
5103,1986,5,29705
5103,1987,2,29538
5103,1988,10,29312
5105,1980,1,6896
5105,1981,2,6985
5105,1982,4,7051
5105,1983,2,7145
5105,1984,4,7249
5105,1985,1,7251
5105,1986,1,7391
5105,1987,5,7498
5107,1979,6,33744
5107,1980,7,33020
5107,1981,11,32434
5107,1982,2,31743
5107,1983,3,31139
5107,1984,6,30745
5107,1985,9,30436
5107,1986,8,29594
5107,1987,20,28546
5107,1988,7,27785
5107,1993,10,26199
5107,1997,11,25804
5109,1979,5,9740
5109,1980,1,9702
5109,1981,1,9622
5109,1983,1,9395
5109,1985,5,9357
5109,1986,1,9235
5109,1988,1,9393
5111,1979,7,26333
5111,1980,6,25832
5111,1981,9,25363
5111,1982,6,24929
5111,1983,5,24656
5111,1984,7,24292
5111,1985,5,24201
5111,1986,5,24017
5111,1987,7,23883
5111,1988,10,23573
5111,1989,13,23307
5111,1993,12,23026
5111,1994,15,22961
5111,1996,10,23502
5111,1997,14,23556
5113,1979,2,16021
5113,1980,2,15893
5113,1981,3,16063
5113,1982,2,15865
5113,1983,3,15929
5113,1984,4,15999
5113,1985,2,15862
5113,1986,3,15605
5113,1987,3,15586
5113,1988,2,15739
5115,1979,2,36124
5115,1980,3,37183
5115,1981,4,38109
5115,1982,4,38371
5115,1983,4,38743
5115,1984,11,39376
5115,1985,3,40278
5115,1986,7,41008
5115,1987,10,41700
5115,1988,11,42174
5115,1990,11,43428
5115,1993,15,46474
5115,1995,11,48596
5115,1996,16,48996
5115,1997,11,49408
5115,1998,12,50289
5117,1979,3,9461
5117,1982,2,9476
5117,1983,4,9413
5117,1984,1,9286
5117,1986,1,9189
5117,1987,3,9136
5119,1979,38,321689
5119,1980,36,328386
5119,1981,51,329281
5119,1982,50,329809
5119,1983,45,330611
5119,1984,64,333202
5119,1985,57,335164
5119,1986,56,336418
5119,1987,53,337299
5119,1988,69,334383
5119,1989,50,334245
5119,1990,58,333230
5119,1991,70,335140
5119,1992,59,338240
5119,1993,68,340366
5119,1994,61,339415
5119,1995,60,338638
5119,1996,57,339933
5119,1997,67,338968
5119,1998,72,339751
5121,1979,3,15708
5121,1980,3,15784
5121,1981,1,15494
5121,1982,5,15222
5121,1983,1,15357
5121,1984,6,15148
5121,1985,3,15340
5121,1986,4,15212
5121,1987,1,15223
5121,1988,3,15141
5123,1979,5,29643
5123,1980,3,29433
5123,1981,4,29387
5123,1982,8,29397
5123,1983,3,29132
5123,1984,8,29053
5123,1985,7,28897
5123,1986,6,28728
5123,1987,4,28340
5123,1988,7,27660
5123,1995,10,27541
5123,1996,12,27827
5125,1979,3,50086
5125,1980,5,51419
5125,1981,6,52127
5125,1982,6,52946
5125,1983,9,53470
5125,1984,5,54108
5125,1985,5,55100
5125,1986,10,56482
5125,1987,12,57998
5125,1988,10,59357
5125,1989,12,60526
5125,1991,14,62959
5125,1992,13,64580
5125,1993,12,66702
5125,1994,19,69170
5125,1997,14,74847
5125,1998,16,76407
5127,1980,1,9063
5127,1981,2,9005
5127,1983,3,8965
5127,1984,1,9021
5127,1985,4,9262
5127,1986,3,9381
5127,1987,1,9590
5127,1988,2,9575
5129,1979,3,8288
5129,1980,3,8252
5129,1981,2,8080
5129,1982,1,8129
5129,1983,2,8052
5129,1984,2,8001
5129,1985,2,7852
5129,1987,2,7706
5129,1988,1,7487
5131,1979,12,89774
5131,1980,17,90364
5131,1981,8,90992
5131,1982,8,90283
5131,1983,12,90996
5131,1984,14,92057
5131,1985,19,92650
5131,1986,15,93000
5131,1987,8,93676
5131,1988,12,94052
5131,1989,11,94035
5131,1990,11,93480
5131,1991,16,95028
5131,1992,18,96703
5131,1993,23,98706
5131,1994,19,99671
5131,1995,28,101455
5131,1996,21,103074
5131,1997,25,104404
5131,1998,24,105008
5133,1979,2,13005
5133,1980,2,13237
5133,1981,5,13219
5133,1982,1,13077
5133,1983,7,13165
5133,1984,4,13145
5133,1986,6,12818
5133,1987,6,12797
5133,1988,4,12550
5135,1980,1,13558
5135,1981,2,13572
5135,1982,2,13202
5135,1983,5,13392
5135,1984,3,13312
5135,1985,3,13110
5135,1986,2,12941
5135,1987,3,12896
5135,1988,2,12712
5137,1979,1,8268
5137,1981,2,8559
5137,1982,1,8539
5137,1983,1,8699
5137,1984,1,8679
5137,1985,1,8703
5137,1987,1,8908
5137,1988,3,8886
5139,1979,8,47080
5139,1980,6,45569
5139,1981,12,45385
5139,1982,9,45367
5139,1983,10,45210
5139,1984,7,45239
5139,1985,9,45083
5139,1986,11,44667
5139,1987,14,44357
5139,1988,10,44058
5139,1991,14,43099
5139,1994,15,42885
5139,1995,12,42825
5141,1980,2,12595
5141,1981,2,12511
5141,1982,3,12641
5141,1983,4,12755
5141,1984,2,12857
5141,1985,1,12868
5141,1986,1,12829
5141,1987,4,12866
5141,1988,2,12853
5143,1979,10,94281
5143,1980,6,96486
5143,1981,17,96955
5143,1982,18,97069
5143,1983,13,97635
5143,1984,22,98930
5143,1985,20,100467
5143,1986,19,101559
5143,1987,15,103109
5143,1988,17,104503
5143,1989,17,105955
5143,1990,30,107981
5143,1991,22,113130
5143,1992,25,116523
5143,1993,33,122298
5143,1994,27,127852
5143,1995,23,134302
5143,1996,15,139273
5143,1997,32,142638
5143,1998,21,144799
5145,1979,9,47483
5145,1980,9,48347
5145,1981,6,48628
5145,1982,6,48496
5145,1983,6,48684
5145,1984,8,49141
5145,1985,13,49018
5145,1986,10,49496
5145,1987,11,49754
5145,1988,5,49969
5145,1989,17,50634
5145,1990,11,51156
5145,1991,12,52386
5145,1992,18,53362
5145,1993,15,54570
5145,1994,12,55809
5145,1995,10,57269
5145,1996,11,58801
5145,1997,22,59916
5145,1998,15,61549
5147,1979,4,10506
5147,1980,2,10493
5147,1981,2,10361
5147,1982,3,10193
5147,1983,2,9999
5147,1985,3,9795
5147,1987,1,9339
5147,1988,3,9090
5149,1979,3,16340
5149,1980,3,15874
5149,1981,2,15904
5149,1982,1,15988
5149,1983,2,16419
5149,1984,3,16159
5149,1985,6,16291
5149,1986,2,16368
5149,1987,4,16463
5149,1988,1,16639
6001,1979,142,1055946
6001,1980,138,1061152
6001,1981,163,1081011
6001,1982,175,1094075
6001,1983,160,1112963
6001,1984,197,1130332
6001,1985,195,1147576
6001,1986,174,1164725
6001,1987,176,1178226
6001,1988,205,1199494
6001,1989,197,1218886
6001,1990,196,1224926
6001,1991,206,1259958
6001,1992,197,1272550
6001,1993,174,1277969
6001,1994,190,1279394
6001,1995,180,1282853
6001,1996,198,1293891
6001,1997,166,1314056
6001,1998,162,1338710
6005,1979,2,17658
6005,1980,4,18322
6005,1981,4,19122
6005,1982,4,19434
6005,1983,2,19830
6005,1984,5,20516
6005,1985,6,21237
6005,1986,5,21896
6005,1987,6,22948
6005,1988,6,25255
6005,1989,11,27022
6005,1992,10,30022
6005,1994,10,30744
6007,1979,21,130705
6007,1980,51,135843
6007,1981,38,139927
6007,1982,38,142869
6007,1983,40,144827
6007,1984,46,146841
6007,1985,53,150294
6007,1986,48,152341
6007,1987,60,155567
6007,1988,55,160030
6007,1989,47,164228
6007,1990,63,169199
6007,1991,51,173862
6007,1992,80,176374
6007,1993,61,178502
6007,1994,55,179901
6007,1995,63,181074
6007,1996,74,180932
6007,1997,47,182087
6007,1998,47,183790
6009,1979,2,18732
6009,1980,2,19608
6009,1981,9,20486
6009,1982,4,21515
6009,1983,3,22219
6009,1984,9,22764
6009,1985,14,23411
6009,1986,4,24290
6009,1987,2,25568
6009,1988,4,26524
6009,1989,11,28258
6009,1991,17,31870
6009,1992,14,33035
6009,1998,10,36638
6011,1979,1,12270
6011,1980,3,12140
6011,1981,2,12537
6011,1982,4,13170
6011,1983,2,13395
6011,1984,2,13419
6011,1985,2,13969
6011,1987,4,14219
6011,1988,5,14747
6013,1979,89,621619
6013,1980,87,634607
6013,1981,92,643799
6013,1982,96,654297
6013,1983,117,664240
6013,1984,101,671591
6013,1985,107,683479
6013,1986,106,696159
6013,1987,97,709722
6013,1988,122,728070
6013,1989,124,752104
6013,1990,116,769819
6013,1991,124,785641
6013,1992,115,800370
6013,1993,111,811531
6013,1994,109,819361
6013,1995,106,827917
6013,1996,118,837918
6013,1997,124,854968
6013,1998,134,872119
6015,1979,3,17240
6015,1980,6,17497
6015,1981,3,18028
6015,1982,5,17817
6015,1983,2,17899
6015,1984,6,17744
6015,1985,2,17862
6015,1986,13,18178
6015,1987,13,18590
6015,1988,8,19374
6015,1989,11,20278
6015,1993,11,26595
6015,1994,12,26728
6015,1998,10,26652
6017,1979,13,78460
6017,1980,9,83516
6017,1981,15,86750
6017,1982,12,89383
6017,1983,8,90251
6017,1984,14,92020
6017,1985,21,95485
6017,1986,18,98661
6017,1987,24,102803
6017,1988,18,108323
6017,1989,17,114096
6017,1990,15,120946
6017,1991,19,126827
6017,1992,18,129741
6017,1993,20,133104
6017,1994,25,135283
6017,1995,26,137462
6017,1996,27,139379
6017,1997,18,141822
6017,1998,31,144315
6019,1979,71,487580
6019,1980,73,495874
6019,1981,86,509496
6019,1982,75,520788
6019,1983,82,533968
6019,1984,83,549213
6019,1985,99,560418
6019,1986,94,569147
6019,1987,108,583844
6019,1988,117,602082
6019,1989,119,624480
6019,1990,103,640581
6019,1991,117,662415
6019,1992,99,680381
6019,1993,89,696260
6019,1994,121,708234
6019,1995,105,716765
6019,1996,110,727603
6019,1997,133,736312
6019,1998,129,743239
6021,1979,3,19941
6021,1980,5,20278
6021,1981,6,20873
6021,1982,2,21125
6021,1983,4,21633
6021,1984,11,21573
6021,1985,4,21821
6021,1986,3,21837
6021,1987,8,21947
6021,1988,7,22460
6023,1979,28,104001
6023,1980,26,104809
6023,1981,23,106391
6023,1982,30,105606
6023,1983,32,105222
6023,1984,23,105658
6023,1985,19,106282
6023,1986,31,106650
6023,1987,36,107586
6023,1988,42,109288
6023,1989,29,111424
6023,1990,29,113134
6023,1991,34,114911
6023,1992,32,116430
6023,1993,42,117405
6023,1994,46,117111
6023,1995,34,118886
6023,1996,30,118917
6023,1997,40,119721
6023,1998,39,119584
6025,1979,13,87789
6025,1980,23,89901
6025,1981,22,91975
6025,1982,18,93007
6025,1983,18,93990
6025,1984,22,94537
6025,1985,17,96110
6025,1986,15,95682
6025,1987,13,96942
6025,1988,25,98857
6025,1989,20,102210
6025,1990,21,105946
6025,1991,29,113236
6025,1992,11,119773
6025,1993,18,128398
6025,1994,20,129818
6025,1995,16,132321
6025,1998,24,134454
6027,1979,5,16777
6027,1980,6,16903
6027,1981,3,16933
6027,1982,7,17293
6027,1983,4,17294
6027,1984,4,17010
6027,1985,3,16824
6027,1986,6,16594
6027,1987,5,16500
6027,1988,8,16591
6029,1979,54,380985
6029,1980,78,390699
6029,1981,87,405786
6029,1982,77,419958
6029,1983,85,432140
6029,1984,94,443787
6029,1985,108,457839
6029,1986,100,469146
6029,1987,103,480248
6029,1988,136,493085
6029,1989,105,509328
6029,1990,129,524108
6029,1991,127,548020
6029,1992,113,568113
6029,1993,104,577080
6029,1994,107,591541
6029,1995,98,595974
6029,1996,122,601691
6029,1997,120,608927
6029,1998,132,617052
6031,1979,11,71321
6031,1980,8,71544
6031,1981,9,73895
6031,1982,13,75974
6031,1983,17,78817
6031,1984,10,80578
6031,1985,14,82645
6031,1986,11,83872
6031,1987,14,85538
6031,1988,12,91777
6031,1989,13,96858
6031,1991,16,101029
6031,1992,17,104058
6031,1993,20,105753
6031,1994,14,108015
6031,1995,18,110086
6031,1996,15,111706
6031,1997,20,112801
6031,1998,22,117502
6033,1979,10,32434
6033,1980,16,33926
6033,1981,26,35926
6033,1982,14,37079
6033,1983,27,38700
6033,1984,16,40399
6033,1985,18,41921
6033,1986,18,42416
6033,1987,19,43231
6033,1988,25,43935
6033,1989,27,44772
6033,1990,21,46269
6033,1991,25,48423
6033,1992,26,49696
6033,1993,15,50617
6033,1994,18,51217
6033,1995,27,51378
6033,1996,25,51281
6033,1997,16,51123
6033,1998,26,51503
6035,1979,5,20582
6035,1980,3,21065
6035,1981,4,21920
6035,1982,3,22677
6035,1983,2,22815
6035,1984,3,23066
6035,1985,3,23305
6035,1986,4,23796
6035,1987,5,25135
6035,1988,4,25750
6035,1992,13,27479
6035,1995,11,27643
6037,1979,784,7125514
6037,1980,935,7203146
6037,1981,900,7328658
6037,1982,914,7476821
6037,1983,971,7620547
6037,1984,1084,7734369
6037,1985,1079,7878796
6037,1986,1071,8080700
6037,1987,1114,8237729
6037,1988,1109,8354142
6037,1989,1150,8485817
6037,1990,1072,8546671
6037,1991,1049,8608371
6037,1992,1090,8708341
6037,1993,1062,8744771
6037,1994,1085,8733924
6037,1995,1026,8718357
6037,1996,1036,8747015
6037,1997,1071,8813724
6037,1998,1078,8913914
6039,1979,8,57947
6039,1980,9,60907
6039,1981,11,64652
6039,1982,13,66503
6039,1983,7,68596
6039,1984,12,69869
6039,1985,11,71845
6039,1986,17,73501
6039,1987,12,75455
6039,1988,12,78091
6039,1989,10,80998
6039,1990,18,84197
6039,1991,21,90696
6039,1992,17,95119
6039,1993,19,99459
6039,1994,17,102593
6039,1995,20,104384
6039,1996,23,108000
6039,1997,13,111054
6039,1998,20,113719
6041,1979,25,214675
6041,1980,32,214062
6041,1981,27,215115
6041,1982,34,214287
6041,1983,38,214476
6041,1984,25,213467
6041,1985,30,212544
6041,1986,33,213798
6041,1987,34,214561
6041,1988,37,215365
6041,1989,29,218232
6041,1990,34,218795
6041,1991,26,221045
6041,1992,27,223080
6041,1993,33,224719
6041,1994,30,225273
6041,1995,35,224875
6041,1996,29,223872
6041,1997,38,226448
6041,1998,26,228901
6043,1979,3,10057
6043,1980,4,10534
6043,1981,3,10931
6043,1982,3,11144
6043,1983,3,11312
6043,1986,2,12075
6043,1987,4,12322
6043,1988,5,12677
6045,1979,14,62276
6045,1980,11,63972
6045,1981,25,65453
6045,1982,21,66528
6045,1983,16,67403
6045,1984,21,68387
6045,1985,21,69744
6045,1986,24,70449
6045,1987,25,71354
6045,1988,23,72397
6045,1989,18,74180
6045,1990,23,75939
6045,1991,21,77015
6045,1992,22,77138
6045,1993,18,77154
6045,1994,20,77420
6045,1995,14,78161
6045,1996,15,78528
6045,1997,20,78955
6045,1998,22,79625
6047,1979,22,128022
6047,1980,17,130817
6047,1981,22,135663
6047,1982,15,138592
6047,1983,14,143261
6047,1984,25,146663
6047,1985,25,150941
6047,1986,25,153674
6047,1987,33,157655
6047,1988,22,162234
6047,1989,26,167392
6047,1990,21,172516
6047,1991,23,179445
6047,1992,19,182619
6047,1993,28,186237
6047,1994,37,190585
6047,1995,25,187894
6047,1996,32,187065
6047,1997,38,190217
6047,1998,31,193936
6049,1980,2,8171
6049,1981,2,8512
6049,1982,1,8764
6049,1983,3,8931
6049,1984,2,9068
